date_2,day,month,year,lane 1,lane 2,lane 3 ,lane 4,lane 5,dayofweek_int
2006-02-04,4,2,2006,2.259995,2.2449950000000003,1.7349999999999999,1.87,0.385,5
2006-02-05,5,2,2006,2.92,1.7349999999999999,1.565,1.65,0.345,6
2006-02-06,6,2,2006,3.05999,1.89,1.56,1.71,0.41,0
2006-02-07,7,2,2006,3.22,1.92,1.8900000000000001,1.84,0.5,1
2006-02-08,8,2,2006,3.165,1.9249999999999998,1.83,1.795,0.42,2
2006-02-09,9,2,2006,3.19,1.86,1.8250000000000002,1.8250000000000002,0.38,3
2006-02-10,10,2,2006,2.8899999999999997,1.8,1.775,1.79,0.35,4
2006-02-11,11,2,2006,2.95,1.83,1.89,1.79,0.38,5
2006-02-12,12,2,2006,3.104995,1.9449999999999998,1.994995,1.9249999999999998,0.535,6
2006-02-13,13,2,2006,2.865,1.96,1.84,1.7850000000000001,0.56,0
2006-02-14,14,2,2006,2.87,2.00999,1.96,1.83,0.72,1
2006-02-15,15,2,2006,2.564995,1.935,1.759995,1.85,0.87,2
2006-02-16,16,2,2006,2.979995,2.00999,1.87499,1.87499,0.5,3
2006-02-17,17,2,2006,2.9,1.92,1.85,1.86999,0.53,4
2006-02-18,18,2,2006,2.884995,1.8,1.829995,1.8050000000000002,0.8,5
2006-02-19,19,2,2006,2.774995,1.7499900000000002,1.9,1.865,0.97,6
2006-02-20,20,2,2006,2.54999,1.84,1.8050000000000002,1.8050000000000002,1.4,0
2006-02-21,21,2,2006,1.895,1.89,1.355,1.17,2.92,1
2006-02-22,22,2,2006,1.9,1.82,1.3,1.11,3.15,2
2006-02-23,23,2,2006,1.815,1.7650000000000001,1.37,1.275,2.8299900000000004,3
2006-02-24,24,2,2006,1.94,1.86999,1.31,1.4049999999999998,2.7199999999999998,4
2006-02-25,25,2,2006,1.895,1.895,1.385,1.34,2.64,5
2006-02-26,26,2,2006,1.914995,1.8549950000000002,1.42,1.3849999999999998,2.7,6
2006-02-27,27,2,2006,1.98,1.83,1.28,1.5350000000000001,2.605,0
2006-02-28,28,2,2006,2.03999,1.8,1.24,1.53,2.68,1
