month,dayofweek_int,timebins,day,year,lane 1,lane 2,lane 3 ,lane 4,lane 5,month_str,dayofweek_str
4,1,2AM_4AM,15.5,2005.0,9.999989999999999,1.46,3.1149950000000004,0.6,1.5150000000000001,"April, 28 (2005)",Tue
4,1,2PM_4PM,12.0,2005.0,9.999989999999999,1.38,3.22,0.59,9.999989999999999,"April, 28 (2005)",Tue
4,1,4AM_6AM,12.0,2005.0,9.999989999999999,1.54,3.28999,0.67,1.79,"April, 28 (2005)",Tue
4,1,4PM_6PM,19.0,2005.0,9.999989999999999,1.94,3.31999,0.61,9.999989999999999,"April, 28 (2005)",Tue
4,1,6AM_8AM,15.5,2005.0,9.999989999999999,2.449995,4.604995000000001,1.005,0.5900000000000001,"April, 28 (2005)",Tue
4,1,6PM_8PM,15.5,2005.0,9.999989999999999,1.04,2.5149999999999997,0.565,9.519994999999998,"April, 28 (2005)",Tue
4,1,8AM_10AM,19.0,2005.0,9.999989999999999,1.7,3.39,0.75,2.68,"April, 28 (2005)",Tue
4,1,8PM_10PM,15.5,2005.0,9.999989999999999,1.13,2.879995,0.645,7.864989999999999,"April, 28 (2005)",Tue
4,1,midnight_2AM,15.5,2005.0,9.999989999999999,0.935,2.54,0.63,2.585,"April, 28 (2005)",Tue
4,1,noon_2PM,15.5,2005.0,9.999989999999999,1.864995,3.8649899999999997,0.805,8.53999,"April, 28 (2005)",Tue
4,2,10AM_noon,20.0,2005.0,9.999989999999999,1.16,2.4,0.75,6.57999,"April, 28 (2005)",Wed
4,2,10PM_midnight,16.5,2005.0,9.999989999999999,0.96,2.42,0.5549999999999999,7.594989999999999,"April, 28 (2005)",Wed
4,2,2AM_4AM,16.5,2005.0,9.999989999999999,1.085,3.01499,0.63,7.349995,"April, 28 (2005)",Wed
4,2,2PM_4PM,16.5,2005.0,9.999989999999999,1.245,2.795,0.66,9.69999,"April, 28 (2005)",Wed
4,2,4AM_6AM,16.5,2005.0,9.999989999999999,1.28,2.904995,0.67,6.979989999999999,"April, 28 (2005)",Wed
4,2,4PM_6PM,13.0,2005.0,9.999989999999999,0.99,2.98,0.59,9.12999,"April, 28 (2005)",Wed
4,2,6AM_8AM,13.0,2005.0,9.999989999999999,1.65,2.72,0.75,6.47,"April, 28 (2005)",Wed
4,2,6PM_8PM,16.5,2005.0,9.999989999999999,0.99,2.78499,0.605,9.05499,"April, 28 (2005)",Wed
4,2,8AM_10AM,16.5,2005.0,9.999989999999999,2.569995,3.8599949999999996,0.835,5.974995,"April, 28 (2005)",Wed
4,2,8PM_10PM,20.0,2005.0,9.999989999999999,0.99,2.46,0.68,7.769989999999999,"April, 28 (2005)",Wed
4,2,midnight_2AM,20.0,2005.0,9.999989999999999,1.0,2.68,0.61,5.20999,"April, 28 (2005)",Wed
4,2,noon_2PM,16.5,2005.0,9.999989999999999,1.51,3.224995,0.7,7.384989999999999,"April, 28 (2005)",Wed
4,3,10AM_noon,17.5,2005.0,9.999989999999999,1.33,2.9400000000000004,0.75,6.069995,"April, 28 (2005)",Thu
4,3,10PM_midnight,21.0,2005.0,9.999989999999999,1.28,2.75999,0.6,9.319989999999999,"April, 28 (2005)",Thu
4,3,2AM_4AM,17.5,2005.0,9.999989999999999,0.995,2.435,0.605,5.32499,"April, 28 (2005)",Thu
4,3,2PM_4PM,17.5,2005.0,9.999989999999999,1.155,2.95,0.625,9.999989999999999,"April, 28 (2005)",Thu
4,3,4AM_6AM,17.5,2005.0,9.999989999999999,1.225,2.92499,0.66,4.884995,"April, 28 (2005)",Thu
4,3,4PM_6PM,17.5,2005.0,9.999989999999999,0.96,2.625,0.56,9.999989999999999,"April, 28 (2005)",Thu
4,3,6AM_8AM,17.5,2005.0,9.999989999999999,1.255,2.545,0.655,4.179995,"April, 28 (2005)",Thu
4,3,6PM_8PM,14.0,2005.0,9.999989999999999,1.06,2.55999,0.54,9.999989999999999,"April, 28 (2005)",Thu
4,3,8AM_10AM,14.0,2005.0,9.999989999999999,2.03999,3.34999,0.7,5.50999,"April, 28 (2005)",Thu
4,3,8PM_10PM,17.5,2005.0,9.999989999999999,1.06,2.759995,0.55,9.999989999999999,"April, 28 (2005)",Thu
4,3,midnight_2AM,17.5,2005.0,9.999989999999999,1.025,2.6049949999999997,0.65,5.979989999999999,"April, 28 (2005)",Thu
4,3,noon_2PM,21.0,2005.0,9.999989999999999,1.18,2.77999,0.67,9.85999,"April, 28 (2005)",Thu
4,4,10AM_noon,15.0,2005.0,9.999989999999999,1.7,3.24999,0.71,5.20999,"April, 28 (2005)",Fri
4,4,10PM_midnight,15.0,2005.0,9.999989999999999,1.19,2.69,0.55,8.62999,"April, 28 (2005)",Fri
4,4,2AM_4AM,15.0,2005.0,9.999989999999999,1.3,2.80999,0.56,5.81999,"April, 28 (2005)",Fri
4,4,2PM_4PM,15.0,2005.0,9.999989999999999,1.71,2.71,0.6,5.76999,"April, 28 (2005)",Fri
4,4,4AM_6AM,11.5,2005.0,9.999989999999999,1.845,2.6549899999999997,0.495,3.27,"April, 28 (2005)",Fri
4,4,4PM_6PM,15.0,2005.0,9.999989999999999,1.97,3.68,0.64,9.999989999999999,"April, 28 (2005)",Fri
4,4,6AM_8AM,15.0,2005.0,9.999989999999999,1.65,3.49,0.59,2.9,"April, 28 (2005)",Fri
4,4,6PM_8PM,15.0,2005.0,9.999989999999999,1.63,2.75999,0.59,9.999989999999999,"April, 28 (2005)",Fri
4,4,8AM_10AM,15.0,2005.0,9.999989999999999,2.04999,3.55999,0.7,4.24999,"April, 28 (2005)",Fri
4,4,8PM_10PM,15.0,2005.0,9.999989999999999,1.67,2.39,0.57,9.999989999999999,"April, 28 (2005)",Fri
4,4,midnight_2AM,15.0,2005.0,9.999989999999999,1.295,2.899995,0.595,7.304995,"April, 28 (2005)",Fri
4,4,noon_2PM,15.0,2005.0,9.999989999999999,1.33,3.14,0.66,5.91999,"April, 28 (2005)",Fri
4,5,10AM_noon,16.0,2005.0,9.999989999999999,2.75999,4.20999,0.83,6.47,"April, 28 (2005)",Sat
4,5,10PM_midnight,16.0,2005.0,9.999989999999999,1.63,3.04999,0.62,9.20999,"April, 28 (2005)",Sat
4,5,2AM_4AM,16.0,2005.0,9.999989999999999,1.17,2.52999,0.58,7.509989999999999,"April, 28 (2005)",Sat
4,5,2PM_4PM,12.5,2005.0,9.999989999999999,1.2149999999999999,2.9949950000000003,0.71,8.51999,"April, 28 (2005)",Sat
4,5,4AM_6AM,16.0,2005.0,9.999989999999999,1.07,2.28999,0.58,4.43999,"April, 28 (2005)",Sat
4,5,4PM_6PM,16.0,2005.0,9.999989999999999,1.59,3.03999,0.68,7.14999,"April, 28 (2005)",Sat
4,5,6AM_8AM,16.0,2005.0,9.999989999999999,2.74,3.8599900000000003,0.66,4.85,"April, 28 (2005)",Sat
4,5,6PM_8PM,16.0,2005.0,9.999989999999999,1.67,3.29999,0.6,9.999989999999999,"April, 28 (2005)",Sat
4,5,8AM_10AM,19.5,2005.0,9.999989999999999,2.2799899999999997,7.06499,3.0649949999999997,3.995,"April, 28 (2005)",Sat
4,5,8PM_10PM,16.0,2005.0,9.999989999999999,1.21,2.82999,0.65,7.809989999999999,"April, 28 (2005)",Sat
4,5,midnight_2AM,16.0,2005.0,9.999989999999999,1.26,2.48,0.51,4.56999,"April, 28 (2005)",Sat
4,5,noon_2PM,16.0,2005.0,9.999989999999999,2.359995,5.09,1.045,6.48999,"April, 28 (2005)",Sat
4,6,10AM_noon,13.5,2005.0,9.999989999999999,4.299989999999999,5.524990000000001,1.3599999999999999,7.164994999999999,"April, 28 (2005)",Sun
4,6,10PM_midnight,13.5,2005.0,9.999989999999999,1.03,2.5349950000000003,0.5800000000000001,6.834994999999999,"April, 28 (2005)",Sun
4,6,2AM_4AM,13.5,2005.0,9.999989999999999,2.035,3.084995,0.645,2.4199900000000003,"April, 28 (2005)",Sun
4,6,2PM_4PM,13.5,2005.0,9.999989999999999,1.07,3.024995,0.54,6.134989999999999,"April, 28 (2005)",Sun
4,6,4AM_6AM,17.0,2005.0,9.999989999999999,1.42,3.0899900000000002,0.72,3.92,"April, 28 (2005)",Sun
4,6,4PM_6PM,10.0,2005.0,9.999989999999999,1.04,3.22,0.51,9.999989999999999,"April, 28 (2005)",Sun
4,6,6AM_8AM,13.5,2005.0,9.999989999999999,2.185,3.2899900000000004,0.8500000000000001,2.68999,"April, 28 (2005)",Sun
4,6,6PM_8PM,13.5,2005.0,9.999989999999999,1.5199950000000002,4.745,0.545,6.829995,"April, 28 (2005)",Sun
4,6,8AM_10AM,13.5,2005.0,9.999989999999999,3.3049999999999997,4.515,0.885,5.504995,"April, 28 (2005)",Sun
4,6,8PM_10PM,17.0,2005.0,9.999989999999999,1.01,2.78999,0.57,9.999989999999999,"April, 28 (2005)",Sun
4,6,midnight_2AM,10.0,2005.0,9.999989999999999,1.63,2.86,0.62,7.549989999999999,"April, 28 (2005)",Sun
4,6,noon_2PM,13.5,2005.0,9.999989999999999,2.67499,4.3299900000000004,0.865,7.174989999999999,"April, 28 (2005)",Sun
5,0,10AM_noon,16.0,2005.0,0.05,2.46,1.95,2.02999,0.47,"May, 31.6 (2005)",Mon
5,0,10PM_midnight,16.0,2005.0,0.1,1.01,0.9,0.67,3.32999,"May, 31.6 (2005)",Mon
5,0,2AM_4AM,16.0,2005.0,0.1,2.785,1.5150000000000001,1.905,1.319995,"May, 31.6 (2005)",Mon
5,0,2PM_4PM,16.0,2005.0,0.04,1.824995,1.37,1.614995,0.845,"May, 31.6 (2005)",Mon
5,0,4AM_6AM,16.0,2005.0,0.21,2.09,1.73,2.01999,0.65,"May, 31.6 (2005)",Mon
5,0,4PM_6PM,16.0,2005.0,0.05,2.09,2.00999,1.81,1.6,"May, 31.6 (2005)",Mon
5,0,6AM_8AM,16.0,2005.0,0.1,2.29999,1.99,2.05999,0.35,"May, 31.6 (2005)",Mon
5,0,6PM_8PM,16.0,2005.0,0.07,1.86999,1.12,0.98,1.61,"May, 31.6 (2005)",Mon
5,0,8AM_10AM,16.0,2005.0,0.055,2.314995,1.82,1.81,0.07,"May, 31.6 (2005)",Mon
5,0,8PM_10PM,16.0,2005.0,0.065,0.975,0.92,0.715,1.95,"May, 31.6 (2005)",Mon
5,0,midnight_2AM,16.0,2005.0,0.18,1.85,1.71,1.83,2.08,"May, 31.6 (2005)",Mon
5,0,noon_2PM,16.0,2005.0,0.03,1.87999,1.69,1.6,0.84,"May, 31.6 (2005)",Mon
5,1,10AM_noon,10.0,2005.0,0.01,3.07999,2.12,1.56,0.31,"May, 31.6 (2005)",Tue
5,1,10PM_midnight,10.0,2005.0,0.05,1.95,1.18,0.84,4.00999,"May, 31.6 (2005)",Tue
5,1,2AM_4AM,13.5,2005.0,0.13,2.169995,1.5750000000000002,0.875,2.124995,"May, 31.6 (2005)",Tue
5,1,2PM_4PM,10.0,2005.0,0.08,2.39,1.94,1.58,0.43,"May, 31.6 (2005)",Tue
5,1,4AM_6AM,6.5,2005.0,5.129994999999999,2.84,2.189995,1.1800000000000002,4.17,"May, 31.6 (2005)",Tue
5,1,4PM_6PM,10.0,2005.0,0.1,1.67,1.06,1.0,3.55999,"May, 31.6 (2005)",Tue
5,1,6AM_8AM,10.0,2005.0,0.1,1.8149950000000001,2.045,1.665,0.065,"May, 31.6 (2005)",Tue
5,1,6PM_8PM,13.5,2005.0,0.03,1.655,0.965,0.9950000000000001,9.96999,"May, 31.6 (2005)",Tue
5,1,8AM_10AM,13.5,2005.0,0.07500000000000001,1.714995,1.965,1.8450000000000002,0.11,"May, 31.6 (2005)",Tue
5,1,8PM_10PM,10.0,2005.0,0.04,1.87999,0.95,0.78,6.12999,"May, 31.6 (2005)",Tue
5,1,midnight_2AM,10.0,2005.0,0.18,1.57,2.005,1.31,3.39999,"May, 31.6 (2005)",Tue
5,1,noon_2PM,13.5,2005.0,0.05500000000000001,2.35,1.7649949999999999,1.7149999999999999,0.26,"May, 31.6 (2005)",Tue
5,2,10AM_noon,11.0,2005.0,0.01,2.21,1.61999,1.72,0.03,"May, 31.6 (2005)",Wed
5,2,10PM_midnight,11.0,2005.0,0.03,2.04999,1.79,1.86,1.38,"May, 31.6 (2005)",Wed
5,2,2AM_4AM,14.5,2005.0,0.04,1.7099950000000002,1.34,1.01,0.19,"May, 31.6 (2005)",Wed
5,2,2PM_4PM,14.5,2005.0,0.025,1.645,1.48,0.9650000000000001,6.144995,"May, 31.6 (2005)",Wed
5,2,4AM_6AM,11.0,2005.0,0.08,1.81,1.26,1.67,0.02,"May, 31.6 (2005)",Wed
5,2,4PM_6PM,11.0,2005.0,0.01,1.91,1.87999,1.39,1.48,"May, 31.6 (2005)",Wed
5,2,6AM_8AM,18.0,2005.0,0.04,1.8,1.76,1.81,0.02,"May, 31.6 (2005)",Wed
5,2,6PM_8PM,18.0,2005.0,0.01,1.86999,1.81,1.63,5.2,"May, 31.6 (2005)",Wed
5,2,8AM_10AM,14.5,2005.0,0.01,2.719995,2.22,1.35,0.03,"May, 31.6 (2005)",Wed
5,2,8PM_10PM,14.5,2005.0,0.04,2.165,1.825,1.775,6.56499,"May, 31.6 (2005)",Wed
5,2,midnight_2AM,18.0,2005.0,0.04,1.89,1.47,1.44,0.07,"May, 31.6 (2005)",Wed
5,2,noon_2PM,18.0,2005.0,0.01,2.5899900000000002,2.38,1.72,1.06,"May, 31.6 (2005)",Wed
5,3,10AM_noon,12.0,2005.0,0.01,2.2,1.83,1.52,1.1,"May, 31.6 (2005)",Thu
5,3,10PM_midnight,12.0,2005.0,0.01,1.87999,0.92,1.05,2.48,"May, 31.6 (2005)",Thu
5,3,2AM_4AM,15.5,2005.0,0.030000000000000002,2.114995,1.56,1.879995,0.75,"May, 31.6 (2005)",Thu
5,3,2PM_4PM,15.5,2005.0,0.025,1.9199950000000001,0.8999999999999999,0.61,6.93999,"May, 31.6 (2005)",Thu
5,3,4AM_6AM,12.0,2005.0,0.05,1.61999,2.08,2.03999,0.32,"May, 31.6 (2005)",Thu
5,3,4PM_6PM,12.0,2005.0,0.01,1.84,1.58,1.59,5.05999,"May, 31.6 (2005)",Thu
5,3,6AM_8AM,19.0,2005.0,0.01,1.61,2.04999,1.67,0.05,"May, 31.6 (2005)",Thu
5,3,6PM_8PM,19.0,2005.0,0.13,1.82,1.12,0.96,5.74999,"May, 31.6 (2005)",Thu
5,3,8AM_10AM,15.5,2005.0,0.025,2.215,1.754995,1.0499999999999998,1.81,"May, 31.6 (2005)",Thu
5,3,8PM_10PM,15.5,2005.0,0.030000000000000002,2.125,1.04,0.9450000000000001,8.899989999999999,"May, 31.6 (2005)",Thu
5,3,midnight_2AM,19.0,2005.0,0.01,1.91,1.72,1.63,0.14,"May, 31.6 (2005)",Thu
5,3,noon_2PM,19.0,2005.0,0.02,1.7499900000000002,1.7,1.48,1.69,"May, 31.6 (2005)",Thu
5,4,10AM_noon,13.0,2005.0,0.01,2.06999,1.52,1.46,0.77,"May, 31.6 (2005)",Fri
5,4,10PM_midnight,16.5,2005.0,0.07500000000000001,1.58,0.77,1.38,2.049995,"May, 31.6 (2005)",Fri
5,4,2AM_4AM,16.5,2005.0,0.025,2.155,0.87,0.01,1.615,"May, 31.6 (2005)",Fri
5,4,2PM_4PM,16.5,2005.0,0.015,1.87499,1.2,0.01,3.79999,"May, 31.6 (2005)",Fri
5,4,4AM_6AM,13.0,2005.0,0.02,1.82,1.57,1.67,0.02,"May, 31.6 (2005)",Fri
5,4,4PM_6PM,13.0,2005.0,0.02,1.58,0.8,0.87,2.92,"May, 31.6 (2005)",Fri
5,4,6AM_8AM,20.0,2005.0,0.01,1.59,1.8,1.91,0.02,"May, 31.6 (2005)",Fri
5,4,6PM_8PM,20.0,2005.0,0.57,1.99,0.81,1.64,4.18,"May, 31.6 (2005)",Fri
5,4,8AM_10AM,16.5,2005.0,0.01,2.7399950000000004,1.385,0.01,3.2049950000000003,"May, 31.6 (2005)",Fri
5,4,8PM_10PM,16.5,2005.0,0.125,1.52,0.35,1.345,3.67999,"May, 31.6 (2005)",Fri
5,4,midnight_2AM,20.0,2005.0,0.08,2.00999,0.95,0.76,0.56,"May, 31.6 (2005)",Fri
5,4,noon_2PM,20.0,2005.0,0.01,1.31,1.05,1.04,4.06,"May, 31.6 (2005)",Fri
5,5,10AM_noon,21.0,2005.0,0.04,2.5899900000000002,2.84999,2.46,0.23,"May, 31.6 (2005)",Sat
5,5,10PM_midnight,21.0,2005.0,0.06,1.63,1.72,1.73,1.44,"May, 31.6 (2005)",Sat
5,5,2AM_4AM,14.0,2005.0,0.05,2.28999,0.81,0.96,0.62,"May, 31.6 (2005)",Sat
5,5,2PM_4PM,14.0,2005.0,0.06,1.82,1.45,1.74,0.36,"May, 31.6 (2005)",Sat
5,5,4AM_6AM,21.0,2005.0,0.01,2.02999,1.66,1.85,0.14,"May, 31.6 (2005)",Sat
5,5,4PM_6PM,21.0,2005.0,0.11,1.84,1.61999,1.14,1.65,"May, 31.6 (2005)",Sat
5,5,6AM_8AM,17.5,2005.0,0.105,2.049995,0.43999999999999995,0.45,3.554995,"May, 31.6 (2005)",Sat
5,5,6PM_8PM,17.5,2005.0,0.185,1.6949999999999998,1.3049950000000001,1.33,4.00999,"May, 31.6 (2005)",Sat
5,5,8AM_10AM,14.0,2005.0,0.01,2.56999,1.68,1.98,0.69,"May, 31.6 (2005)",Sat
5,5,8PM_10PM,14.0,2005.0,0.09,1.84,1.24,1.69,3.4,"May, 31.6 (2005)",Sat
5,5,midnight_2AM,17.5,2005.0,0.11000000000000001,1.655,0.35,1.3599999999999999,3.4850000000000003,"May, 31.6 (2005)",Sat
5,5,noon_2PM,17.5,2005.0,0.01,1.9399950000000001,1.665,1.56,3.609995,"May, 31.6 (2005)",Sat
5,6,10AM_noon,15.0,2005.0,0.12,2.26999,2.52999,1.74,0.34,"May, 31.6 (2005)",Sun
5,6,10PM_midnight,15.0,2005.0,0.27,1.82,1.74,1.78,3.47,"May, 31.6 (2005)",Sun
5,6,2AM_4AM,15.0,2005.0,0.065,1.745,1.6,1.8599999999999999,2.585,"May, 31.6 (2005)",Sun
5,6,2PM_4PM,15.0,2005.0,0.055,1.53,1.555,1.58,1.71,"May, 31.6 (2005)",Sun
5,6,4AM_6AM,15.0,2005.0,0.29,1.63,2.09,2.19,2.35,"May, 31.6 (2005)",Sun
5,6,4PM_6PM,15.0,2005.0,0.12,2.19,1.9,1.82,5.27999,"May, 31.6 (2005)",Sun
5,6,6AM_8AM,15.0,2005.0,0.08,1.65,1.68,1.85,3.24999,"May, 31.6 (2005)",Sun
5,6,6PM_8PM,15.0,2005.0,0.39,1.76,1.26,1.43,2.43,"May, 31.6 (2005)",Sun
5,6,8AM_10AM,15.0,2005.0,0.22,2.4949950000000003,2.384995,2.29,0.265,"May, 31.6 (2005)",Sun
5,6,8PM_10PM,15.0,2005.0,0.495,1.74,1.6,1.725,2.849995,"May, 31.6 (2005)",Sun
5,6,midnight_2AM,11.5,2005.0,1.78,1.8450000000000002,1.575,1.7650000000000001,6.83,"May, 31.6 (2005)",Sun
5,6,noon_2PM,15.0,2005.0,0.05,1.44,1.43,1.53,2.49999,"May, 31.6 (2005)",Sun
6,0,10AM_noon,20.0,2005.0,0.5,3.74,3.19,0.0,2.00999,"June, 33.4 (2005)",Mon
6,0,10PM_midnight,16.5,2005.0,0.31,1.645,0.71,0.0,0.6200000000000001,"June, 33.4 (2005)",Mon
6,0,2AM_4AM,16.5,2005.0,0.37,1.899995,1.78,0.0,1.415,"June, 33.4 (2005)",Mon
6,0,2PM_4PM,16.5,2005.0,0.01,2.31499,0.9400000000000001,0.0,1.395,"June, 33.4 (2005)",Mon
6,0,4AM_6AM,16.5,2005.0,0.15000000000000002,3.0650000000000004,0.5700000000000001,0.0,1.5849950000000002,"June, 33.4 (2005)",Mon
6,0,4PM_6PM,13.0,2005.0,0.08,1.81,1.05,0.0,0.84,"June, 33.4 (2005)",Mon
6,0,6AM_8AM,13.0,2005.0,0.48,3.69,1.84,0.0,1.8,"June, 33.4 (2005)",Mon
6,0,6PM_8PM,16.5,2005.0,0.075,1.44,0.625,0.0,0.5800000000000001,"June, 33.4 (2005)",Mon
6,0,8AM_10AM,16.5,2005.0,0.455,3.34999,0.63,0.0,1.775,"June, 33.4 (2005)",Mon
6,0,8PM_10PM,20.0,2005.0,0.05,1.61999,0.58,0.0,0.4,"June, 33.4 (2005)",Mon
6,0,midnight_2AM,20.0,2005.0,0.11,1.58,0.54,0.0,1.27,"June, 33.4 (2005)",Mon
6,0,noon_2PM,16.5,2005.0,0.615,2.6750000000000003,1.615,0.0,1.2850000000000001,"June, 33.4 (2005)",Mon
6,1,10AM_noon,17.5,2005.0,0.5,2.79,1.5699999999999998,0.0,1.685,"June, 33.4 (2005)",Tue
6,1,10PM_midnight,21.0,2005.0,1.02,1.23,0.63,0.0,0.29,"June, 33.4 (2005)",Tue
6,1,2AM_4AM,17.5,2005.0,0.11,2.14,1.105,0.0,1.055,"June, 33.4 (2005)",Tue
6,1,2PM_4PM,17.5,2005.0,0.735,1.79,1.37,0.0,1.03,"June, 33.4 (2005)",Tue
6,1,4AM_6AM,17.5,2005.0,0.135,2.56,1.7349999999999999,0.0,1.0899999999999999,"June, 33.4 (2005)",Tue
6,1,4PM_6PM,17.5,2005.0,0.295,1.685,0.49,0.0,0.45999999999999996,"June, 33.4 (2005)",Tue
6,1,6AM_8AM,17.5,2005.0,0.06,3.024995,2.925,0.0,2.1799999999999997,"June, 33.4 (2005)",Tue
6,1,6PM_8PM,14.0,2005.0,1.21,2.61,0.93,0.0,0.61,"June, 33.4 (2005)",Tue
6,1,8AM_10AM,14.0,2005.0,0.05,3.8399900000000002,3.8599900000000003,0.0,2.04999,"June, 33.4 (2005)",Tue
6,1,8PM_10PM,17.5,2005.0,1.404995,1.575,0.7849999999999999,0.0,0.42,"June, 33.4 (2005)",Tue
6,1,midnight_2AM,17.5,2005.0,0.255,1.869995,0.55,0.0,0.46499999999999997,"June, 33.4 (2005)",Tue
6,1,noon_2PM,21.0,2005.0,0.22,1.79,1.26,0.0,0.99,"June, 33.4 (2005)",Tue
6,2,10AM_noon,15.0,2005.0,0.86,2.2,1.39,0.0,1.0,"June, 33.4 (2005)",Wed
6,2,10PM_midnight,15.0,2005.0,0.82,1.27,0.44,0.0,0.5,"June, 33.4 (2005)",Wed
6,2,2AM_4AM,15.0,2005.0,0.21,1.44,0.98,0.0,0.77,"June, 33.4 (2005)",Wed
6,2,2PM_4PM,15.0,2005.0,1.24,2.28999,1.03,0.0,0.85,"June, 33.4 (2005)",Wed
6,2,4AM_6AM,11.5,2005.0,0.325,2.4199900000000003,1.185,0.0,1.135,"June, 33.4 (2005)",Wed
6,2,4PM_6PM,15.0,2005.0,1.17,2.24999,1.44,0.0,0.8,"June, 33.4 (2005)",Wed
6,2,6AM_8AM,15.0,2005.0,0.35,3.31999,1.67,0.0,1.29,"June, 33.4 (2005)",Wed
6,2,6PM_8PM,15.0,2005.0,0.86,1.58,0.53,0.0,0.5,"June, 33.4 (2005)",Wed
6,2,8AM_10AM,15.0,2005.0,1.96,3.24999,0.64,0.0,1.7499900000000002,"June, 33.4 (2005)",Wed
6,2,8PM_10PM,15.0,2005.0,0.98,1.98,0.46,0.0,0.63,"June, 33.4 (2005)",Wed
6,2,midnight_2AM,15.0,2005.0,0.885,1.7200000000000002,0.6799999999999999,0.0,0.975,"June, 33.4 (2005)",Wed
6,2,noon_2PM,15.0,2005.0,0.99,2.50999,1.23,0.0,1.45,"June, 33.4 (2005)",Wed
6,3,10AM_noon,16.0,2005.0,0.65,3.1099900000000003,1.19,0.0,1.46,"June, 33.4 (2005)",Thu
6,3,10PM_midnight,16.0,2005.0,0.51,1.89,0.42,0.0,0.91,"June, 33.4 (2005)",Thu
6,3,2AM_4AM,16.0,2005.0,0.09,1.53,0.71,0.0,0.9,"June, 33.4 (2005)",Thu
6,3,2PM_4PM,12.5,2005.0,0.375,2.6799999999999997,0.505,0.0,1.38,"June, 33.4 (2005)",Thu
6,3,4AM_6AM,16.0,2005.0,0.06,2.77999,0.63,0.0,0.76,"June, 33.4 (2005)",Thu
6,3,4PM_6PM,16.0,2005.0,2.41,2.72,0.74,0.0,0.96,"June, 33.4 (2005)",Thu
6,3,6AM_8AM,16.0,2005.0,0.56,2.93,0.72,0.0,1.23,"June, 33.4 (2005)",Thu
6,3,6PM_8PM,16.0,2005.0,0.69,3.32999,1.03,0.0,0.34,"June, 33.4 (2005)",Thu
6,3,8AM_10AM,19.5,2005.0,1.604995,3.224995,1.05,0.0,1.3,"June, 33.4 (2005)",Thu
6,3,8PM_10PM,16.0,2005.0,0.57,2.86,0.6,0.0,0.36,"June, 33.4 (2005)",Thu
6,3,midnight_2AM,16.0,2005.0,0.66,1.45,0.46,0.0,0.71,"June, 33.4 (2005)",Thu
6,3,noon_2PM,16.0,2005.0,0.765,3.0300000000000002,0.885,0.0,1.58,"June, 33.4 (2005)",Thu
6,4,10AM_noon,13.5,2005.0,0.315,3.5399950000000002,2.129995,0.0,1.455,"June, 33.4 (2005)",Fri
6,4,10PM_midnight,13.5,2005.0,0.675,1.999995,0.715,0.0,0.825,"June, 33.4 (2005)",Fri
6,4,2AM_4AM,13.5,2005.0,0.035,2.035,0.5900000000000001,0.0,1.26,"June, 33.4 (2005)",Fri
6,4,2PM_4PM,13.5,2005.0,0.195,2.594995,2.024995,0.0,1.9699900000000001,"June, 33.4 (2005)",Fri
6,4,4AM_6AM,17.0,2005.0,0.04,2.5899900000000002,0.71,0.0,1.06,"June, 33.4 (2005)",Fri
6,4,4PM_6PM,10.0,2005.0,0.27,1.64,1.73,0.0,0.69,"June, 33.4 (2005)",Fri
6,4,6AM_8AM,13.5,2005.0,0.065,3.224995,1.5199950000000002,0.0,2.2800000000000002,"June, 33.4 (2005)",Fri
6,4,6PM_8PM,13.5,2005.0,0.6950000000000001,1.89,0.6499999999999999,0.0,0.985,"June, 33.4 (2005)",Fri
6,4,8AM_10AM,13.5,2005.0,0.185,3.904995,1.965,0.0,1.9199950000000001,"June, 33.4 (2005)",Fri
6,4,8PM_10PM,17.0,2005.0,0.04,1.82,0.62,0.0,0.73,"June, 33.4 (2005)",Fri
6,4,midnight_2AM,10.0,2005.0,0.06,2.06999,0.38,0.0,0.33,"June, 33.4 (2005)",Fri
6,4,noon_2PM,13.5,2005.0,0.38,2.725,2.9149950000000002,0.0,1.355,"June, 33.4 (2005)",Fri
6,5,10AM_noon,14.5,2005.0,0.015,3.6249900000000004,2.57,0.0,1.625,"June, 33.4 (2005)",Sat
6,5,10PM_midnight,14.5,2005.0,0.33,1.4849999999999999,0.515,0.0,0.75,"June, 33.4 (2005)",Sat
6,5,2AM_4AM,11.0,2005.0,0.03,2.14,0.74,0.0,0.56,"June, 33.4 (2005)",Sat
6,5,2PM_4PM,18.0,2005.0,0.52,2.1,1.89,0.0,1.02,"June, 33.4 (2005)",Sat
6,5,4AM_6AM,14.5,2005.0,0.065,2.114995,1.689995,0.0,1.37,"June, 33.4 (2005)",Sat
6,5,4PM_6PM,14.5,2005.0,0.435,2.17,0.5700000000000001,0.0,0.565,"June, 33.4 (2005)",Sat
6,5,6AM_8AM,18.0,2005.0,0.01,2.96,3.42,0.0,2.39,"June, 33.4 (2005)",Sat
6,5,6PM_8PM,14.5,2005.0,0.41000000000000003,1.145,0.505,0.0,0.615,"June, 33.4 (2005)",Sat
6,5,8AM_10AM,14.5,2005.0,0.055,3.464995,3.294995,0.0,2.089995,"June, 33.4 (2005)",Sat
6,5,8PM_10PM,11.0,2005.0,0.59,2.31999,0.52,0.0,1.25,"June, 33.4 (2005)",Sat
6,5,midnight_2AM,14.5,2005.0,0.13,2.135,0.575,0.0,1.01,"June, 33.4 (2005)",Sat
