,,lane 1,lane 1,lane 1,lane 1,lane 1,lane 1,lane 1,lane 1,lane 2,lane 2,lane 2,lane 2,lane 2,lane 2,lane 2,lane 2,lane 3 ,lane 3 ,lane 3 ,lane 3 ,lane 3 ,lane 3 ,lane 3 ,lane 3 ,lane 4,lane 4,lane 4,lane 4,lane 4,lane 4,lane 4,lane 4,lane 5,lane 5,lane 5,lane 5,lane 5,lane 5,lane 5,lane 5
,,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max
month,timebins_int,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,6,41.0,3.9970697560975603,3.172086170652909,0.89,1.57,2.44,6.22,9.999989999999999,41.0,2.8168253658536586,1.727837832315431,0.68,1.64,1.93,3.84999,7.18,41.0,3.7256051219512196,2.491833111831651,0.69,1.97,2.74,5.91999,9.999989999999999,41.0,1.105120975609756,1.201118607802337,0.21,0.35,0.47,1.47,4.35999,41.0,3.8841421951219512,2.4470964066251173,0.48,1.87999,2.95,5.99,8.83999
3,7,42.0,3.2049966666666667,2.6200468437486757,1.0,1.5925000000000002,1.9449999999999998,4.0224899999999995,9.999989999999999,42.0,2.3764254761904757,1.4564497944847414,1.16,1.6025,1.9599950000000002,2.16,7.2899899999999995,42.0,3.034520476190476,2.0238389827002856,1.04,1.75,2.349995,3.6799925,9.999989999999999,42.0,0.8459516666666667,1.0870282791010761,0.2,0.39,0.46,0.62,4.83,42.0,3.175948571428571,2.0487282302033267,1.38,1.7825,2.254995,4.21,8.95999
3,8,41.0,3.0236563414634143,2.877851171789253,0.93,1.47,1.69,2.37,9.999989999999999,41.0,2.3417046341463412,1.6012984704937079,0.94,1.7,1.9,2.09,7.85999,41.0,2.6765826829268295,2.1879674129246354,0.85,1.53,2.02999,2.39,9.999989999999999,41.0,0.8053656097560976,1.1420852290832957,0.2,0.44,0.49,0.57,5.2,41.0,2.7492648780487805,2.099638479862809,1.25,1.79,1.99,2.41,9.46999
3,9,41.0,3.126095121951219,3.3754496820054367,0.71,1.12,1.63,2.15,9.999989999999999,41.0,2.0185343902439024,1.2718146438495839,0.67,1.61,1.82,1.99,7.629989999999999,41.0,2.399510487804878,1.7264390734702328,0.83,1.61999,1.9,2.36,9.71999,41.0,0.659999512195122,0.8981682386973814,0.14,0.4,0.5,0.57,5.16999,41.0,2.389752926829268,1.761675954158772,0.39,1.73,1.9,2.27999,9.27999
3,10,42.0,2.823807857142857,2.8977775521440443,0.22,1.535,1.77,1.9449999999999998,9.999989999999999,42.0,2.223092857142857,1.4863928200788246,0.08,1.725,1.9,2.1574999999999998,8.21999,42.0,2.3473783333333333,1.9799172237524953,0.26,1.4825,1.8250000000000002,2.2374925,9.87999,42.0,0.7504757142857142,1.0867700712171733,0.08,0.39249999999999996,0.46499999999999997,0.585,5.60999,42.0,2.3821409523809525,2.0221337865944666,0.02,1.6925000000000001,1.8450000000000002,2.0625,9.999989999999999
3,11,42.0,2.790710238095238,2.6811029793238013,0.17,1.61,1.7349999999999999,2.03499,9.999989999999999,42.0,2.079045476190476,1.1559116846807438,0.14,1.7325,1.864995,2.1,6.89999,42.0,2.4595214285714286,1.7377212803940956,0.17,1.6375,1.94,2.3524975,8.649989999999999,42.0,0.6764283333333333,0.7626380756932835,0.04,0.44,0.52,0.6,4.37999,42.0,2.379998809523809,1.699160876120202,0.02,1.6349999999999998,1.875,2.3575,8.84999
4,0,43.0,9.99999,1.797379545589939e-15,9.999989999999999,9.999989999999999,9.999989999999999,9.999989999999999,9.999989999999999,43.0,1.4006969767441861,0.6691072465803645,0.77,1.0,1.16,1.58,4.51999,43.0,3.994646511627907,2.9971034883262773,1.32,2.4050000000000002,2.62,3.0799900000000004,9.999989999999999,43.0,2.380695813953488,3.6535895082522103,0.44,0.52,0.62,0.6799999999999999,9.999989999999999,43.0,5.627435116279069,3.573653997434273,0.02,2.15999,5.20999,9.484995,9.999989999999999
4,1,41.0,9.999989999999999,0.0,9.999989999999999,9.999989999999999,9.999989999999999,9.999989999999999,9.999989999999999,41.0,1.5004865853658538,0.5439604051105639,0.85,1.03,1.3,1.87999,3.02999,41.0,4.33487219512195,3.1218698064329264,0.97,2.49,2.91,3.53999,9.999989999999999,41.0,2.64780243902439,3.8522811547210436,0.28,0.54,0.59,0.68,9.999989999999999,41.0,5.0007260975609755,3.7447670547925127,0.02,1.86999,5.37999,8.96999,9.999989999999999
4,2,41.0,9.999989999999999,0.0,9.999989999999999,9.999989999999999,9.999989999999999,9.999989999999999,9.999989999999999,41.0,1.7431702439024388,0.8224120337747005,0.66,1.17,1.42,2.22,3.71,41.0,4.120481707317073,2.7990481779025362,1.81,2.65,2.95,3.38,9.999989999999999,41.0,2.30512,3.516434812457071,0.3,0.56,0.66,0.75,9.999989999999999,41.0,4.619507804878048,3.4195256698455356,0.02,1.79,3.92,8.09999,9.999989999999999
4,3,42.0,9.99999,1.7978892236224693e-15,9.999989999999999,9.999989999999999,9.999989999999999,9.999989999999999,9.999989999999999,42.0,2.184759523809524,1.2712563401016133,0.34,1.245,1.8050000000000002,2.925,5.33,42.0,4.716185476190476,3.042846133495385,1.56,2.5474900000000003,3.3550000000000004,5.9524975,9.999989999999999,42.0,2.6307119047619048,3.6834078054625747,0.23,0.5675,0.73,1.155,9.999989999999999,42.0,3.949043571428571,3.0799453217428967,0.02,1.5625,2.984995,6.7399925,9.999989999999999
4,4,41.0,9.999989999999999,0.0,9.999989999999999,9.999989999999999,9.999989999999999,9.999989999999999,9.999989999999999,41.0,2.6756068292682924,1.7451808738873444,0.02,1.67,2.05999,3.38,7.99,41.0,5.191213414634145,2.9259362127151793,1.55,3.18,4.1,7.32999,9.999989999999999,41.0,2.8860948780487807,3.7101586480635307,0.27,0.63,0.79,4.99999,9.999989999999999,41.0,4.462922682926829,3.657334646899996,0.02,0.84,5.05999,6.589989999999999,9.999989999999999
4,5,41.0,9.999989999999999,0.0,9.999989999999999,9.999989999999999,9.999989999999999,9.999989999999999,9.999989999999999,41.0,2.786337073170732,1.8028195590757883,0.57,1.43,2.48,3.8399900000000002,8.16,41.0,5.088285853658537,2.9272582032193326,1.83,2.95,3.91,6.9599899999999995,9.999989999999999,41.0,2.7360958536585365,3.511765109827233,0.45,0.66,0.77,2.18,9.999989999999999,41.0,5.1597509756097555,3.6491127478455665,0.02,0.86,6.33999,8.35999,9.999989999999999
4,6,43.0,9.99999,1.797379545589939e-15,9.999989999999999,9.999989999999999,9.999989999999999,9.999989999999999,9.999989999999999,43.0,2.321625348837209,1.616537881999601,0.66,1.18,1.7,3.004995,6.809989999999999,43.0,4.854180697674418,3.0392685274361306,1.54,2.675,3.30999,7.319989999999999,9.999989999999999,43.0,2.7320909302325584,3.4705499989721766,0.25,0.65,0.78,4.80499,9.999989999999999,43.0,6.425341162790696,3.591173261983045,0.02,3.589995,7.2899899999999995,9.999989999999999,9.999989999999999
4,7,41.0,9.999989999999999,0.0,9.999989999999999,9.999989999999999,9.999989999999999,9.999989999999999,9.999989999999999,41.0,1.55146243902439,0.9130961082021444,0.74,0.98,1.23,1.78,4.64999,41.0,4.1963370731707315,3.0342655820785063,1.11,2.47,2.94,3.52999,9.999989999999999,41.0,2.363657073170731,3.4701761924254244,0.21,0.56,0.63,0.8,9.999989999999999,41.0,7.237797317073169,3.645434942084431,0.02,4.1,9.729989999999999,9.999989999999999,9.999989999999999
4,8,41.0,9.999989999999999,0.0,9.999989999999999,9.999989999999999,9.999989999999999,9.999989999999999,9.999989999999999,41.0,1.6241448780487804,0.962242368377432,0.6,0.97,1.28,1.97,4.50999,41.0,4.439019512195121,3.214604883132568,1.02,2.50999,2.98,7.24,9.999989999999999,41.0,2.5275587804878046,3.5742419590006733,0.33,0.52,0.59,1.12,9.999989999999999,41.0,7.037797560975609,3.7028348536045863,0.02,4.33999,9.96999,9.999989999999999,9.999989999999999
4,9,43.0,9.99999,1.797379545589939e-15,9.999989999999999,9.999989999999999,9.999989999999999,9.999989999999999,9.999989999999999,43.0,1.563254418604651,0.929884667416706,0.75,0.975,1.13,1.904995,4.54999,43.0,4.529063720930233,3.324233676489195,0.99,2.30999,2.72,7.57999,9.999989999999999,43.0,2.778369767441861,3.754043109710413,0.35,0.53,0.58,5.024990000000001,9.999989999999999,43.0,8.025109069767442,2.997170844517824,0.02,6.829995,9.999989999999999,9.999989999999999,9.999989999999999
4,10,41.0,9.999989999999999,0.0,9.999989999999999,9.999989999999999,9.999989999999999,9.999989999999999,9.999989999999999,41.0,1.3524385365853657,0.5656079162129937,0.7,0.99,1.11,1.67,3.06999,41.0,4.435848048780487,3.3243673037724175,1.72,2.22,2.74999,7.47,9.999989999999999,41.0,2.8329246341463414,3.890511701267648,0.25,0.52,0.58,4.83,9.999989999999999,41.0,7.019748780487802,3.645974195655528,0.02,3.99999,9.16,9.999989999999999,9.999989999999999
4,11,41.0,9.999989999999999,0.0,9.999989999999999,9.999989999999999,9.999989999999999,9.999989999999999,9.999989999999999,41.0,1.3970724390243903,0.6704804994396947,0.7,0.94,1.12,1.63,3.03999,41.0,4.226580975609756,3.3053538264570137,1.09,1.96,2.69,6.77999,9.999989999999999,41.0,2.7434124390243895,3.863423187299561,0.31,0.51,0.58,4.10999,9.999989999999999,41.0,6.682676341463414,3.711041630485136,0.02,3.24999,8.62999,9.999989999999999,9.999989999999999
5,0,42.0,1.716665,3.3081015522031696,0.01,0.03,0.14,0.865,9.999989999999999,42.0,1.8109514285714283,0.7243725658653821,0.76,1.29,1.8450000000000002,2.00749,4.56,42.0,2.0242838095238094,2.699095465728628,0.19,0.7775000000000001,1.01,1.9175,9.999989999999999,42.0,1.9295214285714286,2.680929721250767,0.0,0.66,1.3599999999999999,1.9399975,9.999989999999999,42.0,4.036425238095238,4.033156199422807,0.02,0.39749999999999996,2.77499,9.5175,9.999989999999999
5,1,41.0,1.3039012195121948,3.192249735689702,0.01,0.02,0.05,0.15,9.999989999999999,41.0,2.1768270731707315,0.6730060110216101,0.76,1.7499900000000002,1.97,2.69,4.47,41.0,1.9446326829268292,2.388348199429916,0.34,0.81,1.31,1.9,9.999989999999999,41.0,1.7585356097560974,2.4268885907598317,0.0,0.1,1.33,1.95,9.999989999999999,41.0,3.2773141463414626,3.9426165202660624,0.02,0.12,0.93,7.18,9.999989999999999
5,2,42.0,2.06023619047619,3.9081098520952127,0.01,0.02,0.12,0.9025000000000001,9.999989999999999,42.0,2.2419023809523813,0.8771547128428858,0.94,1.6224925000000001,2.04999,2.67,4.62,42.0,2.77761619047619,3.045555601256708,0.35,1.295,1.85,2.1325,9.999989999999999,42.0,2.5664264285714284,3.091070854951538,0.0,1.0475,1.88,2.1575,9.999989999999999,42.0,2.5466647619047618,3.529713957182365,0.02,0.02,0.275,4.4624925,9.999989999999999
5,3,41.0,1.2648770731707315,2.9772601733004818,0.01,0.01,0.07,0.27,9.999989999999999,41.0,2.196094634146341,1.2131625867337352,0.22,1.65,1.86999,2.29999,5.51999,41.0,2.0868268292682925,2.3641108612514756,0.35,0.63,1.8,2.11,9.999989999999999,41.0,1.9226807317073173,2.379844092381253,0.0,0.32,1.81,2.05999,9.999989999999999,41.0,1.8382899999999995,2.72776102377481,0.02,0.02,0.09,3.30999,8.419989999999999
5,4,41.0,1.1217063414634145,2.8731876723630116,0.01,0.01,0.02,0.49,9.999989999999999,41.0,2.513168048780488,1.1362063094267245,0.6,1.69,2.22,3.04999,5.50999,41.0,2.529753414634146,2.37143385796506,0.0,1.42,1.84,2.91,9.999989999999999,41.0,1.927559024390244,2.3843901615924823,0.0,0.02,1.83,2.03999,9.999989999999999,41.0,2.084143902439024,3.1247159628995704,0.02,0.02,0.15,2.97,9.999989999999999
