,,lane 1,lane 1,lane 1,lane 1,lane 1,lane 1,lane 1,lane 1,lane 2,lane 2,lane 2,lane 2,lane 2,lane 2,lane 2,lane 2,lane 3 ,lane 3 ,lane 3 ,lane 3 ,lane 3 ,lane 3 ,lane 3 ,lane 3 ,lane 4,lane 4,lane 4,lane 4,lane 4,lane 4,lane 4,lane 4,lane 5,lane 5,lane 5,lane 5,lane 5,lane 5,lane 5,lane 5
,,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max
month,timebins_int,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,43.0,1.4874404651162787,3.4753279978750293,0.01,0.01,0.02,0.22499999999999998,9.999989999999999,43.0,2.795344418604651,1.7430768034950128,0.15,1.7499900000000002,2.21,3.31499,8.13999,43.0,2.74394953488372,2.585448516179362,0.0,1.46,1.93,3.109995,9.999989999999999,43.0,2.284183720930233,2.4947499586016564,0.0,1.225,1.77,2.34,9.999989999999999,43.0,2.1202297674418604,3.1445063293786397,0.02,0.02,0.34,2.77499,9.999989999999999
5,6,41.0,1.2319495121951218,2.790692076242872,0.01,0.01,0.02,0.35,9.999989999999999,41.0,2.0629236585365853,1.3056898228747824,0.07,1.44,1.99,2.47,6.35999,41.0,2.0892663414634143,2.155196102054006,0.0,1.05,1.61999,2.05999,9.999989999999999,41.0,1.729267317073171,1.9619655692098987,0.0,0.66,1.53,1.91,9.999989999999999,41.0,3.098776585365853,3.3890279212302232,0.02,0.28,1.57,5.25999,9.999989999999999
5,7,42.0,0.9435707142857142,2.626793561017293,0.01,0.01,0.04,0.22749999999999998,9.999989999999999,42.0,1.9940454761904762,1.073270254807542,0.14,1.495,1.87499,2.2075,5.08999,42.0,1.7533316666666665,2.000759152266979,0.0,0.9325,1.295,1.8624999999999998,9.999989999999999,42.0,1.4826180952380952,1.9479525368250408,0.0,0.01,1.475,1.8099975000000001,9.79999,42.0,3.8464252380952373,3.9555857223667137,0.02,0.3775,1.625,7.62749,9.999989999999999
5,8,41.0,1.7048763414634145,3.5341314607472905,0.01,0.01,0.06,0.54,9.999989999999999,41.0,2.1748758536585364,1.1623407210129388,0.19,1.58,1.92,2.19,5.43,41.0,2.229754146341463,2.6738375171399023,0.34,0.96,1.58,1.99,9.999989999999999,41.0,2.1499990243902443,2.6847028243381104,0.0,0.87,1.41,1.81,9.819989999999999,41.0,4.296336829268292,3.9262475101242904,0.02,0.75,2.92,8.819989999999999,9.999989999999999
5,9,41.0,1.2582914634146343,2.7862212309753516,0.01,0.01,0.12,0.57,9.999989999999999,41.0,1.848290487804878,0.8559031455309394,0.35,1.45,1.79,1.99,4.74999,41.0,1.652680975609756,2.027969445701543,0.21,0.83,1.12,1.82,9.999989999999999,41.0,1.569023658536585,2.071924458790373,0.0,0.76,1.23,1.71,9.2,41.0,5.262433414634146,3.638334030914842,0.02,1.84,4.20999,9.999989999999999,9.999989999999999
5,10,42.0,1.2190457142857138,2.690463091669321,0.01,0.02,0.055,0.705,9.999989999999999,42.0,1.811664523809524,0.7468221003764842,0.12,1.475,1.83,2.1124975,4.14999,42.0,1.6530942857142856,2.009446757176593,0.21,0.8324999999999999,1.04,1.9024999999999999,9.999989999999999,42.0,1.6426176190476192,2.131033307241977,0.0,0.3825,1.23,1.7675,9.75999,42.0,5.2185661904761895,3.7389867867730127,0.02,1.7999999999999998,5.084995,9.999989999999999,9.999989999999999
5,11,42.0,1.7535697619047619,3.535223791813239,0.01,0.03,0.09,0.545,9.999989999999999,42.0,1.7538078571428575,0.7278046509899572,0.34,1.125,1.815,2.06499,4.04999,42.0,2.1240464285714284,2.668436870062944,0.2,0.85,1.2650000000000001,1.9449999999999998,9.999989999999999,42.0,1.9245228571428572,2.5887313958698703,0.0,0.6900000000000001,1.0950000000000002,1.8674925000000002,9.58999,42.0,3.905948333333333,3.6259948317990935,0.02,0.915,2.455,6.2599975,9.999989999999999
6,0,43.0,0.8248827906976745,1.0359919356376825,0.01,0.065,0.18,1.3900000000000001,2.82999,43.0,1.9237197674418607,0.9136102668051895,0.0,1.37,1.83,2.55,3.8799900000000003,43.0,0.9553476744186047,0.8650011960185434,0.12,0.38,0.54,1.44,3.14,43.0,0.0011627906976744186,0.0032435300622428815,0.0,0.0,0.0,0.0,0.01,43.0,0.9958130232558141,0.8325423194893112,0.15,0.345,0.71,1.365,4.22999
6,1,41.0,0.8760958536585366,1.1887443024468627,0.01,0.03,0.14,2.49999,3.0899900000000002,41.0,2.216094878048781,0.9372326385698537,0.69,1.65,1.97,2.76999,4.62999,41.0,1.2285358536585367,1.050464055877153,0.16,0.38,0.74,1.85,5.25999,41.0,0.0004878048780487805,0.0021808478995509087,0.0,0.0,0.0,0.0,0.01,41.0,1.075609512195122,0.6974769865090575,0.13,0.45,0.93,1.45,3.26999
6,2,41.0,0.7790231707317073,1.1137321522530428,0.01,0.04,0.08,2.34,2.82999,41.0,2.694143170731707,0.9024677168864242,1.36,1.93,2.48,3.45,4.43999,41.0,1.4297551219512192,1.2044166444987423,0.3,0.38,1.13,2.23,4.95,41.0,0.0007317073170731707,0.002636516548818748,0.0,0.0,0.0,0.0,0.01,41.0,1.21756,0.6882856220857734,0.25,0.64,1.15,1.5,2.99
6,3,42.0,0.8745223809523809,1.1446272097314512,0.01,0.02,0.07,2.33,3.24,42.0,3.0654716666666664,1.0070513799736887,0.23,2.3299925000000004,3.114995,3.6775,4.89,42.0,2.060236190476191,1.4670554984580046,0.38,0.38,1.9699900000000001,3.4475000000000002,4.87999,42.0,0.0002380952380952381,0.0015430334996209187,0.0,0.0,0.0,0.0,0.01,42.0,1.898332142857143,0.7224637583467869,0.34,1.3075,1.875,2.4425,3.39
6,4,41.0,1.0892658536585365,1.3760663329141798,0.01,0.03,0.25,2.55999,4.74,41.0,3.433409512195122,1.097196821294956,1.69,2.47,3.49,4.20999,5.7,41.0,2.235119512195122,1.7886139327380732,0.38,0.38,1.94,3.8599900000000003,5.64999,41.0,0.00024390243902439024,0.0015617376188860608,0.0,0.0,0.0,0.0,0.01,41.0,1.8941436585365854,0.8014313076451284,0.42,1.45,1.9999900000000002,2.32999,3.82999
6,5,41.0,0.9478031707317073,1.158236313671435,0.01,0.01,0.32,2.55999,3.00999,41.0,3.120239268292683,1.093594573581522,0.16,2.23,3.17,3.66,5.80999,41.0,2.2304860975609753,1.9989383139105092,0.38,0.38,1.5,3.43,9.999989999999999,41.0,0.0004878048780487805,0.0021808478995509087,0.0,0.0,0.0,0.0,0.01,41.0,1.6119495121951222,0.8088618481574936,0.02,1.15,1.57,1.86999,4.95999
6,6,43.0,0.9146493023255814,1.066132522275849,0.01,0.03,0.54,2.2899900000000004,2.64,43.0,2.8067402325581394,0.7915669703655871,1.48,2.144995,2.95,3.35999,4.49,43.0,1.860231395348837,1.3467962063295695,0.38,0.38,1.38,3.0399950000000002,4.33999,43.0,0.00046511627906976747,0.0021308263231644637,0.0,0.0,0.0,0.0,0.01,43.0,1.4525565116279069,0.7086087604020247,0.2,0.94,1.42,1.784995,3.84999
6,7,41.0,0.871950243902439,1.0565522260979052,0.01,0.01,0.38,1.4,2.79999,41.0,2.3563387804878055,0.6506581478672004,1.06,1.94,2.28999,2.73,3.77999,41.0,1.663901463414634,1.3359153689728271,0.38,0.38,1.26,2.61,5.05999,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,1.3321939024390244,0.7633550625196576,0.15,0.8,1.14,1.77,4.04
6,8,41.0,0.996340243902439,1.090584483821606,0.01,0.03,0.35,2.23,3.00999,41.0,2.133168536585366,0.6688642159719751,0.79,1.64,2.06999,2.68,3.7,41.0,1.2253648780487805,1.0420495086825816,0.2,0.38,0.74,1.73,3.99,41.0,0.00024390243902439024,0.0015617376188860608,0.0,0.0,0.0,0.0,0.01,41.0,1.0317063414634147,0.7891206787423457,0.07,0.41,0.76,1.31,2.84999
6,9,43.0,1.0039513953488373,1.0874623695658698,0.01,0.055,0.69,2.089995,4.06999,43.0,1.9509281395348834,0.9624077439874081,0.6,1.205,1.81,2.3549949999999997,4.29999,43.0,1.0923246511627906,1.009182644617365,0.11,0.38,0.64,1.69,4.14,43.0,0.00023255813953488373,0.0015249857033260465,0.0,0.0,0.0,0.0,0.01,43.0,0.854883488372093,0.636557798901485,0.13,0.4,0.61,0.985,2.32999
6,10,41.0,0.9351202439024389,1.0938691296025493,0.01,0.05,0.42,2.39,2.99999,41.0,2.0778026829268295,0.8012210968984291,0.56,1.61999,1.9,2.73,3.6099900000000003,41.0,1.0270726829268293,0.9018337993167711,0.12,0.38,0.59,1.3,3.81999,41.0,0.0007317073170731707,0.002636516548818748,0.0,0.0,0.0,0.0,0.01,41.0,0.8492675609756098,0.632759863715219,0.16,0.37,0.56,1.25,2.5899900000000002
6,11,41.0,0.9524375609756097,1.0895614254225883,0.01,0.05,0.47,2.45,2.74,41.0,1.8236563414634148,0.7896669215364036,0.58,1.24,1.77,2.1,3.81999,41.0,1.0134143902439026,0.8694465282524532,0.11,0.38,0.6,1.54,3.95,41.0,0.0004878048780487805,0.0021808478995509087,0.0,0.0,0.0,0.0,0.01,41.0,0.8348780487804878,0.6058222592114767,0.1,0.34,0.56,1.11,2.18
7,0,42.0,2.55999,0.0,2.55999,2.55999,2.55999,2.55999,2.55999,42.0,2.856424285714286,0.9106026950969177,1.14,1.9649975,3.34499,3.5899900000000002,3.97,42.0,1.2409519047619049,0.47244359433738725,0.55,0.8225,1.2,1.5350000000000001,2.52999,42.0,0.0038095238095238095,0.004915074349923197,0.0,0.0,0.0,0.01,0.01,42.0,0.3009523809523809,0.43201631362495474,0.02,0.06,0.1,0.225,1.55
7,1,41.0,2.55999,0.0,2.55999,2.55999,2.55999,2.55999,2.55999,41.0,2.910727317073171,0.9207807707756075,0.93,2.06999,3.24999,3.74,4.00999,41.0,1.3143890243902439,0.5970496000241725,0.49,0.79,1.13,1.76,3.03999,41.0,0.003902439024390244,0.004938647983247948,0.0,0.0,0.0,0.01,0.01,41.0,0.2973170731707317,0.4509325026555743,0.03,0.06,0.1,0.29,1.7
7,2,42.0,2.55999,0.0,2.55999,2.55999,2.55999,2.55999,2.55999,42.0,3.1707099999999997,0.8322224144202165,1.45,2.4374975,3.609995,3.8249899999999997,4.06,42.0,1.4354759523809524,0.5860122155101544,0.57,1.0125000000000002,1.3250000000000002,1.815,3.49,42.0,0.0038095238095238104,0.004915074349923197,0.0,0.0,0.0,0.01,0.01,42.0,0.32833333333333337,0.4338310150202449,0.03,0.0925,0.16,0.35000000000000003,1.95
7,3,41.0,2.55999,0.0,2.55999,2.55999,2.55999,2.55999,2.55999,41.0,3.2714587804878046,1.039877434511383,1.33,2.49,3.32999,3.74,7.049989999999999,41.0,1.5460960975609757,0.8638445829831835,0.65,1.01,1.52,1.78,5.72,41.0,0.0029268292682926834,0.004606464174952623,0.0,0.0,0.0,0.01,0.01,41.0,0.4121951219512195,0.5032966927922433,0.02,0.13,0.19,0.34,1.9
7,4,41.0,2.55999,0.0,2.55999,2.55999,2.55999,2.55999,2.55999,41.0,3.409996341463415,0.7295849093997083,1.94,2.94,3.64,3.82999,4.87,41.0,1.7614621951219511,0.9708121412238111,0.54,1.23,1.61,2.03999,5.85,41.0,0.003414634146341464,0.004800914547021732,0.0,0.0,0.0,0.01,0.01,41.0,0.41292682926829266,0.5401168572746041,0.05,0.11,0.21,0.38,2.36
7,5,43.0,2.5599899999999995,4.493448863974848e-16,2.55999,2.55999,2.55999,2.55999,2.55999,43.0,3.319528837209302,0.5484690349561756,1.9999900000000002,2.9949950000000003,3.3599900000000003,3.644995,4.87999,43.0,1.6006965116279073,0.5891198265204171,0.71,1.1349999999999998,1.67,1.894995,3.04999,43.0,0.0032558139534883722,0.004741373235154427,0.0,0.0,0.0,0.01,0.01,43.0,0.3355813953488372,0.3975179081056265,0.05,0.11,0.2,0.35,1.63
7,6,41.0,2.55999,0.0,2.55999,2.55999,2.55999,2.55999,2.55999,41.0,3.0931660975609754,0.6355241618297374,1.4,2.56999,3.30999,3.65,3.81999,41.0,1.4341456097560976,0.5204742686005178,0.54,1.1,1.3,1.81,2.56999,41.0,0.0036585365853658543,0.004876524151983465,0.0,0.0,0.0,0.01,0.01,41.0,0.3678048780487805,0.47466046915201365,0.04,0.09,0.16,0.31,1.78
7,7,42.0,2.55999,0.0,2.55999,2.55999,2.55999,2.55999,2.55999,42.0,2.886425238095238,0.7236576182524579,1.36,2.1949975000000004,3.1950000000000003,3.3999975,3.81999,42.0,1.369046904761905,0.5970146349453808,0.61,0.8525,1.29,1.7550000000000001,2.84999,42.0,0.0038095238095238104,0.004915074349923197,0.0,0.0,0.0,0.01,0.01,42.0,0.3223809523809524,0.4724498142082525,0.02,0.07250000000000001,0.11499999999999999,0.27,1.98
7,8,41.0,2.55999,0.0,2.55999,2.55999,2.55999,2.55999,2.55999,41.0,2.627069512195122,0.9037012020489716,0.95,1.82,2.95,3.34999,3.82999,41.0,1.1134141463414633,0.44973579710745515,0.57,0.77,0.9,1.41,2.14,41.0,0.003414634146341464,0.004800914547021732,0.0,0.0,0.0,0.01,0.01,41.0,0.27658536585365856,0.5113981313814978,0.02,0.05,0.1,0.22,2.49
7,9,41.0,2.55999,0.0,2.55999,2.55999,2.55999,2.55999,2.55999,41.0,2.923410975609756,0.9834783446594157,0.91,2.02999,3.25999,3.72,4.31,41.0,1.2380487804878049,0.503300206200013,0.43,0.92,1.07,1.59,2.48,41.0,0.004146341463414634,0.004987789969564457,0.0,0.0,0.0,0.01,0.01,41.0,0.30853658536585366,0.4610290716191862,0.02,0.07,0.11,0.29,1.93
7,10,42.0,2.55999,0.0,2.55999,2.55999,2.55999,2.55999,2.55999,42.0,2.771663333333333,0.9342070068941258,1.09,1.9249999999999998,3.0649949999999997,3.51999,4.12,42.0,1.098094761904762,0.4779125836754122,0.39,0.755,0.94,1.2925,2.2,42.0,0.0038095238095238095,0.004915074349923197,0.0,0.0,0.0,0.01,0.01,42.0,0.2614285714285714,0.39963136323471443,0.02,0.05,0.07500000000000001,0.2275,1.59
7,11,42.0,2.55999,0.0,2.55999,2.55999,2.55999,2.55999,2.55999,42.0,2.756187380952381,0.9793575082378007,0.95,1.855,3.225,3.5374925000000004,3.96,42.0,1.1347614285714287,0.4502901939566518,0.38,0.7899999999999999,0.995,1.4425,2.09,42.0,0.004047619047619048,0.004967957724145469,0.0,0.0,0.0,0.01,0.01,42.0,0.23976190476190473,0.3613355179914328,0.02,0.042499999999999996,0.09,0.24,1.52
8,0,42.0,2.2904728571428574,0.5554201049097693,0.67,2.01499,2.37,2.6075,3.3399900000000002,42.0,1.6273792857142861,0.47291925105302124,0.34,1.5475,1.78,1.9525,2.32999,42.0,0.783095238095238,0.4367702309119952,0.01,0.5575,0.8200000000000001,1.0,2.22,42.0,0.002857142857142857,0.004572299568592125,0.0,0.0,0.0,0.01,0.01,42.0,1.5299980952380952,1.5806134221433457,0.13,0.39499999999999996,1.5350000000000001,1.87999,6.28999
8,1,41.0,2.5075580487804876,0.4630740414081722,0.94,2.36,2.49999,2.78999,3.42,41.0,1.7453643902439024,0.4720268730858911,0.55,1.54,1.92,2.05999,2.5899900000000002,41.0,1.0465848780487805,1.327242685182559,0.01,0.61,0.84,1.23,8.569989999999999,41.0,0.002682926829268293,0.004485749794573054,0.0,0.0,0.0,0.01,0.01,41.0,1.9080468292682928,1.8424212343468567,0.11,0.48,1.77,2.00999,6.66
8,2,42.0,2.644757142857143,0.51011261130855,1.31,2.4425,2.56499,2.8599975,4.06,42.0,1.9547611904761908,0.49945422664462696,0.56,1.6749999999999998,1.89,2.1475,3.2,42.0,1.0578566666666664,1.2228089559950845,0.01,0.5475,0.965,1.2075,8.13999,42.0,0.0019047619047619045,0.003974366179316376,0.0,0.0,0.0,0.0,0.01,42.0,1.949522142857143,1.9065868636228454,0.22,0.535,1.78,2.1075,6.879989999999999
8,3,41.0,2.861457804878049,0.5549633471974171,1.78,2.50999,2.76999,3.1099900000000003,4.06999,41.0,2.1253634146341462,0.5605292763567741,1.02,1.76,1.9999900000000002,2.41,4.18999,41.0,1.1853646341463415,1.27522554523915,0.0,0.6,0.91,1.41,8.10999,41.0,0.002682926829268293,0.004485749794573054,0.0,0.0,0.0,0.01,0.01,41.0,1.688047317073171,1.570910667963052,0.16,0.52,1.56,2.08,6.669989999999999
8,4,41.0,2.820728780487805,0.6153378629915239,1.81,2.37,2.87,3.09999,4.76999,41.0,2.037070975609756,0.7356150191227911,1.26,1.69,1.87999,2.2,5.52999,41.0,1.0417068292682925,0.6430735680365002,0.0,0.65,0.89,1.39,3.22,41.0,0.0024390243902439024,0.004347693529262411,0.0,0.0,0.0,0.0,0.01,41.0,1.6895104878048777,1.4678059747135368,0.2,0.61,1.57,2.03999,6.49999
8,5,43.0,2.640691860465117,0.5015547546344828,1.68,2.28499,2.69,3.009995,3.59999,43.0,1.7960453488372095,0.3423444697985658,1.11,1.54,1.76,1.9799950000000002,2.53999,43.0,0.9506976744186045,0.506535362131511,0.0,0.6699999999999999,0.85,1.205,2.42,43.0,0.002325581395348837,0.004799409339811953,0.0,0.0,0.0,0.0,0.02,43.0,1.6346497674418607,1.4230869307692118,0.26,0.6,1.67,1.935,6.50999
8,6,41.0,2.4085331707317077,0.5057545646429651,1.27,2.00999,2.4,2.74999,3.68,41.0,1.7109746341463412,0.36264125709919964,1.03,1.48,1.64,1.89,2.87,41.0,0.9890241463414634,0.8579870563737417,0.0,0.79,0.85,1.1,5.45999,41.0,0.002682926829268293,0.004485749794573054,0.0,0.0,0.0,0.01,0.01,41.0,1.495851951219512,1.220434323735242,0.17,0.42,1.48,1.99,6.14999
8,7,42.0,2.426424761904762,0.3308870171865691,1.76,2.215,2.46,2.615,3.44,42.0,1.651903333333333,0.3226187906815302,0.61,1.4324999999999999,1.6949999999999998,1.88,2.28999,42.0,0.9771428571428571,0.5034577305108641,0.0,0.6575000000000001,0.915,1.3375,2.37,42.0,0.0033333333333333335,0.005257592264788534,0.0,0.0,0.0,0.01,0.02,42.0,1.6714271428571428,1.4818382556947363,0.12,0.355,1.73,1.9774999999999998,6.28999
8,8,41.0,2.273899024390244,0.5637450599198404,0.74,2.04999,2.34,2.64,3.48,41.0,1.5370724390243902,0.42976833309226314,0.63,1.29,1.61999,1.84,2.22,41.0,0.95439,0.5613150595699352,0.0,0.59,0.9,1.18,2.65,41.0,0.002195121951219512,0.004190581774617469,0.0,0.0,0.0,0.0,0.01,41.0,1.7763390243902442,1.6861046608126151,0.17,0.39,1.53,1.97,6.22999
8,9,41.0,2.162680487804878,0.6714193550864885,0.49,1.68,2.34,2.63,3.24,41.0,1.4597556097560975,0.4853005190448944,0.47,1.05,1.64,1.77,2.37,41.0,0.6968292682926829,0.39636119275472875,0.0,0.5,0.74,0.98,1.83,41.0,0.002682926829268293,0.004485749794573054,0.0,0.0,0.0,0.01,0.01,41.0,1.7053641463414633,1.5573011162263635,0.13,0.45,1.45,2.18,5.95999
8,10,42.0,2.303092619047619,0.6053350070428026,0.63,1.9999975,2.344995,2.7574925,3.45,42.0,1.5788085714285716,0.5498911329352714,0.52,1.2125,1.64,1.95,2.65,42.0,0.7804761904761905,0.3514635073236701,0.0,0.55,0.83,1.0025,1.41,42.0,0.002857142857142857,0.004572299568592125,0.0,0.0,0.0,0.01,0.01,42.0,1.7566652380952381,1.7342471335821048,0.14,0.41,1.61999,2.1325,6.22999
8,11,42.0,2.3861864285714285,0.6205208037227983,0.64,2.1625,2.455,2.7449925,3.64,42.0,1.6554747619047618,0.5565702667239433,0.47,1.3725,1.75,1.9275,3.18,42.0,0.8064283333333334,0.3842489987413628,0.0,0.6175,0.79,1.0175,2.06999,42.0,0.002142857142857143,0.0041529973223663275,0.0,0.0,0.0,0.0,0.01,42.0,2.0902354761904762,2.0215666447888725,0.14,0.4925,1.7850000000000001,2.2175,6.81999
9,0,43.0,2.553019534883721,1.1608571642703824,0.3,1.77,2.77999,3.509995,4.47,43.0,1.1553479069767443,0.9244327037201895,0.02,0.18,0.96,1.855,3.92,43.0,1.195580930232558,0.9778812505636234,0.29,0.575,0.76,1.64,4.47,43.0,0.3732558139534884,0.48985284928587314,0.01,0.01,0.01,0.705,1.42,43.0,0.05604651162790698,0.09631643124627137,0.02,0.02,0.02,0.045,0.61
9,1,41.0,2.8604824390243904,1.1105622028904563,0.32,2.21,3.28999,3.72,4.35,41.0,1.3551199999999999,0.9233563587586323,0.05,0.29,1.48,1.96,3.04999,41.0,1.3192673170731706,0.7900192907550562,0.34,0.76,1.01,1.92,4.31,41.0,0.35634121951219516,0.45459118849904645,0.01,0.01,0.01,0.78,1.61999,41.0,0.08707317073170731,0.26167961233576287,0.02,0.02,0.03,0.05,1.67
9,2,41.0,3.2585307317073173,0.9330327873884986,0.34,2.9,3.46,3.84999,4.89,41.0,1.5209741463414634,0.9242378791901348,0.02,0.55,1.68,2.11,3.31999,41.0,1.4612185365853658,0.7891629160431988,0.45,0.91,1.33,1.86,4.22999,41.0,0.3248780487804878,0.43997228294075247,0.01,0.01,0.01,0.66,1.39,41.0,0.13585365853658538,0.328549658421342,0.02,0.02,0.03,0.05,1.9
9,3,42.0,3.335710238095239,1.0286149877656068,0.35,3.2499975,3.5849900000000003,3.8849975,4.83,42.0,1.6164261904761905,0.8887972631210534,0.03,0.9725,1.81,2.28999,3.81999,42.0,1.4719038095238095,0.7212513071686253,0.3,1.0625,1.3250000000000002,1.79,3.76999,42.0,0.33595238095238095,0.46744275519515405,0.01,0.01,0.01,0.6799999999999999,1.9,42.0,0.16214285714285714,0.39612473838725265,0.02,0.02,0.03,0.075,1.86
9,4,41.0,3.329019512195122,1.1208543168760856,0.57,2.67,3.73,3.96,5.28999,41.0,1.8275587804878046,0.8047238759232732,0.12,1.11,1.97,2.37,3.03999,41.0,1.8317051219512197,0.797939615444433,0.49,1.41,1.77,2.17,3.98,41.0,0.808292195121951,2.1500814683384815,0.01,0.01,0.01,0.8,9.999989999999999,41.0,0.13365853658536583,0.30767479664055175,0.02,0.02,0.03,0.09,1.82
9,5,41.0,3.463652926829268,1.0616270826359977,0.38,2.86,3.46,3.8599900000000003,5.76999,41.0,1.7631680487804882,0.7465816081186957,0.06,1.33,1.84,2.19,3.26999,41.0,1.8660965853658535,0.9080953707888004,0.34,1.26,1.69,2.24,4.68,41.0,0.6502436585365853,1.5759117247323153,0.01,0.01,0.06,0.84,9.999989999999999,41.0,0.2407317073170732,0.44320080236785697,0.02,0.02,0.03,0.3,1.96
9,6,43.0,3.147902093023255,0.9529656161027461,0.42,2.809995,3.26999,3.71,4.87,43.0,1.5206967441860466,0.6990030064303523,0.02,1.005,1.8,1.99,2.74999,43.0,1.7758125581395348,0.7801611983890712,0.5,1.145,1.77,2.089995,3.98,43.0,0.7739532558139535,1.5703930610954586,0.01,0.01,0.46,0.965,9.999989999999999,43.0,0.17558139534883718,0.3579458746367043,0.02,0.02,0.03,0.11,1.45
9,7,41.0,3.0741426829268295,1.0536462803854632,0.15,2.87,3.24,3.78999,4.49,41.0,1.4243892682926829,0.7112201330755136,0.01,0.97,1.73,1.94,2.68,41.0,1.4448775609756097,0.6806978218261774,0.3,0.86,1.38,1.74,3.24,41.0,0.614389756097561,0.6565696103974346,0.01,0.01,0.53,0.96,2.52999,41.0,0.18146341463414634,0.35525737835835136,0.02,0.02,0.03,0.08,1.48
9,8,41.0,2.958530975609756,1.0162619362516854,0.36,2.5899900000000002,3.28999,3.61999,4.60999,41.0,1.4085341463414636,0.7305305110533564,0.02,1.0,1.79,1.94,2.38,41.0,1.3192675609756097,0.6506193089118264,0.37,0.78,1.26,1.71,3.14,41.0,0.6458531707317072,0.6567027363329584,0.01,0.01,0.55,1.0,2.04999,41.0,0.11121951219512197,0.21694694192303357,0.02,0.02,0.03,0.05,1.09
9,9,43.0,2.5006941860465117,1.1130545432239982,0.39,1.5750000000000002,2.95,3.5449900000000003,4.37999,43.0,1.0730216279069766,0.7465088906526682,0.04,0.53,0.95,1.759995,2.75999,43.0,1.026046046511628,0.4900823630737007,0.41,0.62,0.81,1.435,2.11,43.0,0.5555813953488372,0.5234514682810869,0.01,0.01,0.51,0.91,1.77,43.0,0.08093023255813954,0.1859187476584785,0.02,0.02,0.03,0.045,1.13
9,10,41.0,2.617800487804878,1.2739682653994,0.01,1.66,2.95,3.59999,4.45,41.0,1.1317060975609756,0.8229261306304413,0.01,0.2,1.46,1.89,2.6,41.0,1.0229263414634147,0.5161543397509901,0.01,0.73,0.86,1.49,1.9999900000000002,41.0,0.42902439024390243,0.4570164377681003,0.01,0.01,0.29,0.8,1.42,41.0,0.12902439024390244,0.2896014923826255,0.02,0.02,0.03,0.05,1.36
9,11,41.0,2.668776585365854,1.188965994416177,0.3,1.63,3.03999,3.6299900000000003,4.22,41.0,1.146340243902439,0.796983027643901,0.01,0.5,1.31,1.84,2.43,41.0,1.1580485365853659,0.626219244025449,0.39,0.67,0.89,1.65,2.48,41.0,0.45195121951219513,0.7390135976834091,0.01,0.01,0.17,0.67,4.37,41.0,0.05609756097560975,0.09208360464220783,0.02,0.02,0.03,0.05,0.54
10,0,84.0,1.7946409523809526,0.8632136591586803,0.36,1.4674999999999998,1.82,2.0825,4.00999,84.0,2.0314271428571424,1.3685136115522514,0.42,1.565,1.8050000000000002,2.03249,9.999989999999999,84.0,1.2638088095238094,1.3011196078210476,0.01,0.10500000000000001,1.29,1.9,9.999989999999999,84.0,1.469879285714286,1.1952089305552405,0.01,0.6675000000000001,1.72,1.935,8.29999,84.0,2.862378452380953,2.4430027489667343,0.03,1.69,1.9449999999999998,3.1199925,9.999989999999999
10,1,82.0,1.8887786585365853,0.9201159419974917,0.36,1.48,1.9049999999999998,2.30249,4.47,82.0,2.308412682926829,1.4233747448065834,0.54,1.71,1.9449999999999998,2.23,9.999989999999999,82.0,1.4010963414634146,1.617323962752244,0.01,0.35250000000000004,1.3450000000000002,1.8674925000000002,9.999989999999999,82.0,1.6168280487804876,1.3713145706079177,0.01,0.665,1.74,1.955,8.71999,82.0,3.37914268292683,2.647509000051408,0.02,1.8849925,2.0749950000000004,4.2824975,9.999989999999999
10,2,84.0,2.1408304761904766,1.158667607608089,0.37,1.56,1.975,2.7024974999999998,4.87999,84.0,2.774282142857143,1.9119655322680098,0.5,1.89,2.064995,2.6825,9.999989999999999,84.0,1.364165833333333,1.3888239093609205,0.01,0.21750000000000003,1.4300000000000002,1.9525,9.54,84.0,1.7152357142857144,1.552510742002909,0.01,0.665,1.78,2.00999,9.88999,84.0,3.3597576190476186,2.875893197802266,0.02,1.7075,2.04999,4.0724925,9.999989999999999
10,3,82.0,2.1443879268292685,1.054276043114787,0.36,1.6524999999999999,2.105,2.685,5.06999,82.0,2.650484756097561,1.6751422550001467,0.13,1.85,2.03499,2.6224975,9.999989999999999,82.0,1.4076815853658537,1.4109061288007714,0.01,0.36,1.415,1.99,9.29,82.0,1.4968279268292684,1.3567563420774025,0.01,0.64,1.56,1.92,9.999989999999999,82.0,3.135605365853658,2.3608631439810077,0.02,1.8125,2.03999,3.6449974999999997,9.999989999999999
10,4,82.0,2.3221929268292683,1.2004514720149801,0.36,1.77,2.18,3.15,5.85999,82.0,2.9641431707317074,1.8759206266664865,0.0,1.8749925,2.1550000000000002,3.59749,9.999989999999999,82.0,1.7675596341463418,1.945467975881093,0.01,0.4525,1.46,2.2075,9.87,82.0,1.7703636585365856,1.6048718881122932,0.01,0.6425,1.78,2.1725000000000003,9.919989999999999,82.0,3.542313170731708,2.667734036480166,0.02,1.7549925000000002,2.26999,4.5824925,9.999989999999999
